iter	Logloss
0	0.6052642192
1	0.5382339402
2	0.4793667523
3	0.4329034979
4	0.3907015894
5	0.3500859688
6	0.3149829728
7	0.2905687097
8	0.2709262635
9	0.2510490921
10	0.2370751767
11	0.2263663705
12	0.2112866178
13	0.2036004373
14	0.1919587821
15	0.1828872057
16	0.1756112081
17	0.1667481269
18	0.1590231234
19	0.1543301743
20	0.1494224422
21	0.1442951565
22	0.1392908584
23	0.1338861525
24	0.1285695956
25	0.1255631832
26	0.1217998899
27	0.1183604629
28	0.1152223338
29	0.1128968756
30	0.1107495303
31	0.1083427507
32	0.1052798906
33	0.1036418396
34	0.1008751314
35	0.09791995019
36	0.09456789871
37	0.09253285253
38	0.09089936689
39	0.08903344456
40	0.0876784081
41	0.08585083504
42	0.08407092656
43	0.08202447879
44	0.08052217063
45	0.07872666058
46	0.07757662904
47	0.07585426306
48	0.07468806792
49	0.07295020408
50	0.0719418805
51	0.06995244428
52	0.06893703872
53	0.06725519811
54	0.0660320572
55	0.06478106055
56	0.06341829986
57	0.06220141865
58	0.06118045119
59	0.06041896163
60	0.05932295301
61	0.05862328333
62	0.05736191196
63	0.0565395043
64	0.05546042212
65	0.05478993921
66	0.0540041652
67	0.05303238218
68	0.05231446086
69	0.05119263559
70	0.0505977115
71	0.04991911886
72	0.0492848235
73	0.04850443389
74	0.04796934652
75	0.04720738137
76	0.04632100673
77	0.04552998719
78	0.04485895272
79	0.04434417547
80	0.04386152124
81	0.04341307993
82	0.04278252782
83	0.0421543018
84	0.04159617199
85	0.04109305064
86	0.04063115194
87	0.03995138158
88	0.03942240096
89	0.03905160229
90	0.03836911878
91	0.03785536885
92	0.03704842875
93	0.03637390906
94	0.03591865262
95	0.03535781131
96	0.03499499248
97	0.03438680368
98	0.03384397471
99	0.03351837366
100	0.03313522784
101	0.03265594017
102	0.03223276681
103	0.03175017425
104	0.03128982247
105	0.03086358238
106	0.03049775184
107	0.03010750953
108	0.02981129547
109	0.02963667184
110	0.02911802063
111	0.02876988112
112	0.02843317904
113	0.02806581654
114	0.02779364567
115	0.02753935213
116	0.02720209845
117	0.026711755
118	0.0264334486
119	0.02616357536
120	0.02566794653
121	0.02536153929
122	0.02512802551
123	0.02483367267
124	0.02442794699
125	0.02404320345
126	0.02385139295
127	0.02360837199
128	0.02340983607
129	0.02312075826
130	0.02287529877
131	0.02268179105
132	0.02244922421
133	0.02224938794
134	0.02190490923
135	0.02178876072
136	0.02157729905
137	0.02128625328
138	0.0210214906
139	0.02088033642
140	0.02067074573
141	0.02049930037
142	0.02022391895
143	0.0200421027
144	0.01988837596
145	0.01955517302
146	0.01925588478
147	0.01911725267
148	0.01894448186
149	0.01878660818
150	0.01851355898
151	0.01835109314
152	0.01816981665
153	0.01792484442
154	0.01767650028
155	0.01753181236
156	0.01732757667
157	0.01719753104
158	0.01705186975
159	0.01691812972
160	0.01676092182
161	0.01665263872
162	0.0165626455
163	0.01639742403
164	0.01625287045
165	0.01610514625
166	0.01596383516
167	0.01584964954
168	0.01571815631
169	0.01554668607
170	0.01545253583
171	0.01534636934
172	0.01521997148
173	0.0150476049
174	0.01489786825
175	0.01475745217
176	0.01466733051
177	0.01456414717
178	0.01441333103
179	0.01421616917
180	0.01413327324
181	0.01402910238
182	0.01398587689
183	0.01385708946
184	0.0137551397
185	0.01363777351
186	0.01350126915
187	0.01339970542
188	0.01331439004
189	0.01325074321
190	0.01317388456
191	0.01297957407
192	0.01284275418
193	0.0127294315
194	0.01258050857
195	0.0124676198
196	0.01240963111
197	0.01233313678
198	0.01218405366
199	0.01212718529
200	0.01204960766
201	0.0119681959
202	0.01188783942
203	0.01178885238
204	0.01170279568
205	0.01162361568
206	0.01157752093
207	0.01149829878
208	0.01142139151
209	0.0112477866
210	0.01120526467
211	0.01112895953
212	0.01104414478
213	0.01086248756
214	0.01069593095
215	0.01065402342
216	0.01053615015
217	0.01045353626
218	0.01031542273
219	0.01027455442
220	0.01021513525
221	0.01012296356
222	0.01006970831
223	0.009932736567
224	0.009875590148
225	0.009765936762
226	0.009666166233
227	0.009536802771
228	0.009489119357
229	0.00943450895
230	0.009352555099
231	0.009235867923
232	0.009195020386
233	0.009142730102
234	0.009109868751
235	0.00904781668
236	0.008979587062
237	0.008912866831
238	0.00887671129
239	0.008823460302
240	0.008758822866
241	0.008694852583
242	0.008638758883
243	0.008546782942
244	0.008509008264
245	0.008409477382
246	0.008383513965
247	0.00829263015
248	0.008262337433
249	0.008163856149
250	0.008112830524
251	0.008063093566
252	0.00801947829
253	0.007973576844
254	0.007927033764
255	0.007894025668
256	0.007825104942
257	0.007799404273
258	0.007725079603
259	0.007645396335
260	0.00758832408
261	0.007530623922
262	0.007479704236
263	0.007396575439
264	0.007335106263
265	0.007309010526
266	0.007251809176
267	0.007214425221
268	0.007190155218
269	0.00715799094
270	0.007112282314
271	0.007074090869
272	0.007055514793
273	0.007006802235
274	0.006945925992
275	0.006917009831
276	0.006877473125
277	0.006840727568
278	0.006814803832
279	0.006795150496
280	0.006747277341
281	0.006707515075
282	0.006676788366
283	0.006620627116
284	0.006574669789
285	0.006520037439
286	0.006489364868
287	0.006433653744
288	0.006397706477
289	0.006356044924
290	0.006309208094
291	0.006287898837
292	0.00626121674
293	0.006220874322
294	0.006195514277
295	0.006151509228
296	0.00612936787
297	0.006090995414
298	0.006071300783
299	0.006057885893
